good_sentence,bad_sentence,suite,good_cond,bad_cond,syntaxgym_id,item_id
I know that the secretary said the journalist remarked that the workers decided the business man promised a raise to the factory workers.,I know what the secretary said the journalist remarked that the workers decided the business man promised a raise to the factory workers.,fgd-embed3,that_no-gap,what_no-gap,9,233
I know what the secretary said the journalist remarked that the workers decided the business man promised to the factory workers.,I know that the secretary said the journalist remarked that the workers decided the business man promised to the factory workers.,fgd-embed3,what_gap,that_gap,9,234
The newspaper reported that the investigator thought the businessman believed the banker said the boss sold a car to his friend.,The newspaper reported what the investigator thought the businessman believed the banker said the boss sold a car to his friend.,fgd-embed3,that_no-gap,what_no-gap,10,235
The newspaper reported what the investigator thought the businessman believed the banker said the boss sold to his friend.,The newspaper reported that the investigator thought the businessman believed the banker said the boss sold to his friend.,fgd-embed3,what_gap,that_gap,10,236
Her friend found out that my friend believes the professor said his colleague noticed the visitor told a story to the guests.,Her friend found out what my friend believes the professor said his colleague noticed the visitor told a story to the guests.,fgd-embed3,that_no-gap,what_no-gap,11,237
Her friend found out what my friend believes the professor said his colleague noticed the visitor told to the guests.,Her friend found out that my friend believes the professor said his colleague noticed the visitor told to the guests.,fgd-embed3,what_gap,that_gap,11,238
I realized that the painter believed his rival suspected the colonel said the suffering artist saw a painting at the museum.,I realized what the painter believed his rival suspected the colonel said the suffering artist saw a painting at the museum.,fgd-embed3,that_no-gap,what_no-gap,12,239
I realized what the painter believed his rival suspected the colonel said the suffering artist saw at the museum.,I realized that the painter believed his rival suspected the colonel said the suffering artist saw at the museum.,fgd-embed3,what_gap,that_gap,12,240
The novel revealed that our friend thought the reporter knows her contact said the young politician said something to his donors.,The novel revealed what our friend thought the reporter knows her contact said the young politician said something to his donors.,fgd-embed3,that_no-gap,what_no-gap,13,241
The novel revealed what our friend thought the reporter knows her contact said the young politician said to his donors.,The novel revealed that our friend thought the reporter knows her contact said the young politician said to his donors.,fgd-embed3,what_gap,that_gap,13,242
We all know that my neighbor said her associate knew a mutual friend stated the young professional assembled the bed for his parents.,We all know what my neighbor said her associate knew a mutual friend stated the young professional assembled the bed for his parents.,fgd-embed3,that_no-gap,what_no-gap,14,243
We all know what my neighbor said her associate knew a mutual friend stated the young professional assembled for his parents.,We all know that my neighbor said her associate knew a mutual friend stated the young professional assembled for his parents.,fgd-embed3,what_gap,that_gap,14,244
I know that their friend said the secretary believed the worker thinks the elderly lady found a quarter on the bus.,I know what their friend said the secretary believed the worker thinks the elderly lady found a quarter on the bus.,fgd-embed3,that_no-gap,what_no-gap,15,245
I know what their friend said the secretary believed the worker thinks the elderly lady found on the bus.,I know that their friend said the secretary believed the worker thinks the elderly lady found on the bus.,fgd-embed3,what_gap,that_gap,15,246
My friends all know that her friend knew the delivery man believed the cop believes the single mother described her woes to her friends.,My friends all know what her friend knew the delivery man believed the cop believes the single mother described her woes to her friends.,fgd-embed3,that_no-gap,what_no-gap,16,247
My friends all know what her friend knew the delivery man believed the cop believes the single mother described to her friends.,My friends all know that her friend knew the delivery man believed the cop believes the single mother described to her friends.,fgd-embed3,what_gap,that_gap,16,248
The visitor said that my friend said her mother knew the minister stated the human resources officer talked with the new manager in her office.,The visitor said who my friend said her mother knew the minister stated the human resources officer talked with the new manager in her office.,fgd-embed3,that_no-gap,what_no-gap,17,249
The visitor said who my friend said her mother knew the minister stated the human resources officer talked with in her office.,The visitor said that my friend said her mother knew the minister stated the human resources officer talked with in her office.,fgd-embed3,what_gap,that_gap,17,250
I know that the woman believed the secretary said her friend recalled the five star general found a gun in the office.,I know what the woman believed the secretary said her friend recalled the five star general found a gun in the office.,fgd-embed3,that_no-gap,what_no-gap,18,251
I know what the woman believed the secretary said her friend recalled the five star general found in the office.,I know that the woman believed the secretary said her friend recalled the five star general found in the office.,fgd-embed3,what_gap,that_gap,18,252
The colleagues realized that her mother stated a friend said her husband knew the journalist discovered the bribery two weeks ago.,The colleagues realized what her mother stated a friend said her husband knew the journalist discovered the bribery two weeks ago.,fgd-embed3,that_no-gap,what_no-gap,19,253
The colleagues realized what her mother stated a friend said her husband knew the journalist discovered two weeks ago.,The colleagues realized that her mother stated a friend said her husband knew the journalist discovered two weeks ago.,fgd-embed3,what_gap,that_gap,19,254
She said that the politician stated his press secretary said the chief of staff thought the reporter put the microphone on the table.,She said what the politician stated his press secretary said the chief of staff thought the reporter put the microphone on the table.,fgd-embed3,that_no-gap,what_no-gap,20,255
